# thres	dev	spec	spec_err	nullsp	excess
84	-1.5	1.6389307925519128	0.059991858005379546	1.951051492638307	0.31212070008639414
87	-1.4	1.6708215255544785	0.05880027069846268	1.967747882340359	0.2969263567858804
90	-1.3	1.6981770397367353	0.05754856833960876	1.9820818789762265	0.28390483923949117
92	-1.2	1.7145779511441348	0.05676249963193679	1.9906981951581169	0.27612024401398205
95	-1.1	1.7404515772421214	0.05517185708418722	2.002217401523524	0.2617658242814027
98	-1.0	1.763248988990104	0.05380721378171	2.0120909303512087	0.2488419413611047
101	-0.9	1.784533806445733	0.05238350266344005	2.021106672140958	0.23657286569522507
104	-0.8	1.8043123838238524	0.051151079349565934	2.028766304137117	0.2244539203132645
106	-0.7	1.8164253938611306	0.05043020285942862	2.033290173889231	0.2168647800281005
109	-0.6	1.833813361639187	0.04912474913042503	2.0393980625206822	0.20558470088149527
112	-0.5	1.8504571202739504	0.04783771888785242	2.0447601947800256	0.1943030745060752
115	-0.3999999999999999	1.866292608797245	0.046541827806369084	2.0493734758474695	0.18308086705022464
118	-0.30000000000000004	1.8804029615604485	0.045184719468554284	2.0533951579700727	0.17299219640962415
120	-0.19999999999999996	1.8885950254720745	0.04429137261616479	2.0558166343232505	0.16722160885117598
123	-0.10000000000000009	1.900313004997016	0.04301853024425988	2.05878005563993	0.158467050642914
126	0.0	1.9093651031532137	0.04189170475197622	2.0609560648424914	0.15159096168927766
129	0.10000000000000009	1.9153625257480358	0.04103547506695312	2.0622776545396664	0.1469151287916306
132	0.19999999999999996	1.9176846820950837	0.040498802834108893	2.0627275600971178	0.14504287800203408
134	0.30000000000000004	1.9175840676392608	0.040208579862874926	2.0623877955683296	0.14480372792906882
137	0.3999999999999999	1.9146309366690952	0.04000349783963868	2.0610906502421926	0.1464597135730974
140	0.5	1.9083384699111214	0.03969543942847246	2.058505760838752	0.15016729092763037
143	0.6000000000000001	1.8991739742444038	0.039584841868943364	2.0542954746123714	0.15512150036796757
146	0.7000000000000002	1.8843897586074034	0.03988980806234793	2.0476492523108316	0.16325949370342818
148	0.7999999999999998	1.8722783925220927	0.040260771299354806	2.0415987864593315	0.16932039393723874
151	0.8999999999999999	1.846162718001613	0.0415470994323912	2.0288717666560263	0.1827090486544134
154	1.0	1.8127045998044322	0.04361850812448083	2.0116975753775694	0.19899297557313722
157	1.1	1.7687703841150806	0.04613416566675246	1.9887241820114356	0.21995379789635505
160	1.2000000000000002	1.7183329156664795	0.04861940724241406	1.9583091078341	0.23997619216762045
162	1.2999999999999998	1.6811405059797104	0.04997431089769281	1.933591619509162	0.2524511135294516
165	1.4	1.619577395964995	0.05262118766574387	1.8898554248926094	0.2702780289276143
168	1.5	1.5502488491778896	0.05525935599408957	1.834566503180859	0.28431765400296927
