# thres	dev	spec	spec_err	nullsp	excess
30	-1.5	1.2965492412770114	0.047208073648967674	1.8783227205794373	0.5817734793024258
37	-1.4	1.351814845420811	0.05341526114372736	1.9317184782043313	0.5799036327835203
43	-1.3	1.4009474931043684	0.056025173163038434	1.9644525248737674	0.563505031769399
49	-1.2	1.4327051973697964	0.06050528758681516	1.9890044927384105	0.5562992953686141
55	-1.1	1.4719872982739108	0.0639139406976637	2.006576351341526	0.5345890530676152
61	-1.0	1.5069534537625004	0.06413349754886502	2.0219411042562947	0.5149876504937942
67	-0.9	1.5310298128620028	0.06603744115521867	2.033236729983525	0.502206917121522
73	-0.8	1.5525730950116217	0.06628554899279868	2.041429972030899	0.48885687701927716
79	-0.7	1.5652703370301009	0.06750286438933639	2.0472286089071914	0.4819582718770905
85	-0.6	1.5880373843354865	0.06795734802606193	2.052196695284894	0.46415931094940754
92	-0.5	1.6115279106912077	0.06787877425575163	2.0575666606740337	0.446038749982826
98	-0.3999999999999999	1.6281605659311424	0.06775809998190493	2.0614832603533806	0.43332269442223814
104	-0.30000000000000004	1.6456571266491973	0.06686688416846856	2.0644981761053605	0.4188410494561632
110	-0.19999999999999996	1.6618800223486148	0.06669793598628045	2.0670100137272747	0.4051299913786599
116	-0.10000000000000009	1.669693453622123	0.065931130066089	2.068969766702998	0.39927631308087497
122	0.0	1.6788162979204069	0.0649252621769423	2.07024751439733	0.3914312164769229
128	0.10000000000000009	1.6807594532998253	0.06418974000144391	2.071082179269238	0.39032272596941286
134	0.19999999999999996	1.6809666316744987	0.06427320292167074	2.071476418764884	0.39050978709038553
140	0.30000000000000004	1.6811716397930958	0.06341391683787748	2.0711009599003387	0.3899293201072429
146	0.3999999999999999	1.6809514828367025	0.06355555344540784	2.0697268403844182	0.38877535754771575
152	0.5	1.6779625375700074	0.0632483977499377	2.067317461143026	0.3893549235730187
159	0.6000000000000001	1.673656584606567	0.06279168498566821	2.062954394654934	0.38929781004836705
165	0.7000000000000002	1.6658907328924517	0.062365933970398475	2.057672775507304	0.39178204261485217
171	0.7999999999999998	1.6603370497291459	0.060686369435905135	2.0509564230964963	0.3906193733673504
177	0.8999999999999999	1.6357053396584984	0.06096468035723584	2.0400087862239777	0.40430344656547934
183	1.0	1.6073911517714936	0.05990759539550895	2.0252793774736046	0.41788822570211104
189	1.1	1.5757371807178295	0.05924684212854921	2.000634057770475	0.42489687705264534
195	1.2000000000000002	1.5187768228489167	0.057861390066738835	1.9620146362909785	0.4432378134420618
201	1.2999999999999998	1.4352956099731558	0.057129890545826484	1.8957188375981078	0.460423227624952
207	1.4	1.3052011151957494	0.05604595188040448	1.7786456519501275	0.47344453675437803
214	1.5	1.0820376619753935	0.05104078649717821	1.5286019295649997	0.4465642675896062
