# thres	dev	spec	spec_err	nullsp	excess
16	-1.5	1.2931653809653179	0.04220881758228856	1.8523865468825784	0.5592211659172606
23	-1.4	1.367396277171298	0.04838505081809035	1.9457347994116827	0.5783385222403847
30	-1.3	1.4279519094160251	0.05137097915723532	1.9873820457628821	0.559430136346857
36	-1.2	1.458832080196096	0.05329514649048871	2.008063937816616	0.54923185762052
43	-1.1	1.475004937313028	0.05452594471448893	2.0224598132863636	0.5474548759733355
50	-1.0	1.4771162030842993	0.056855663026369865	2.0317403402105905	0.5546241371262912
57	-0.9	1.4845586058189624	0.05799560086615568	2.037961279916746	0.5534026740977835
64	-0.8	1.4842238186494112	0.060326342452494325	2.041946096452199	0.5577222778027877
70	-0.7	1.4922854661344958	0.06034638094459436	2.044474897649669	0.5521894315151732
77	-0.6	1.5016960419548686	0.06053341727456631	2.046704669598097	0.5450086276432284
84	-0.5	1.508198925139452	0.06152469114730039	2.0487645788313626	0.5405656536919106
91	-0.3999999999999999	1.5115458624077365	0.06204217655126455	2.0502895345272854	0.5387436721195489
98	-0.30000000000000004	1.5154178759342003	0.06303430988103512	2.0518021728497704	0.5363842969155701
104	-0.19999999999999996	1.5208440519723567	0.06351073821630454	2.052682558009272	0.5318385060369153
111	-0.10000000000000009	1.5281886462667782	0.06388051131860475	2.05360570089666	0.5254170546298818
118	0.0	1.5354703903920368	0.06381969057701493	2.0544099746537685	0.5189395842617317
125	0.10000000000000009	1.5439241660348266	0.06375280800560804	2.054670175981632	0.5107460099468055
132	0.19999999999999996	1.5563224781133185	0.06308487224067864	2.054828927394618	0.4985064492812996
138	0.30000000000000004	1.563731191843424	0.06246562468874555	2.054878379281775	0.49114718743835084
145	0.3999999999999999	1.5700028643749677	0.06187239313698868	2.0542856481358767	0.48428278376090894
152	0.5	1.5716306440383707	0.0621050576679216	2.052766962138516	0.48113631810014534
159	0.6000000000000001	1.5782285977574892	0.06088316727511794	2.0506947072390376	0.4724661094815483
166	0.7000000000000002	1.5790142150837827	0.05988281360834929	2.0469173177040743	0.46790310262029156
172	0.7999999999999998	1.576629552588562	0.05880888028873369	2.0418460877198528	0.4652165351312907
179	0.8999999999999999	1.5624160570525436	0.05749792584441027	2.0323459287829184	0.4699298717303748
186	1.0	1.5326478653622373	0.05657612649321505	2.0177083732247785	0.4850605078625412
193	1.1	1.4949975885956215	0.0533930714034788	1.9969086204553306	0.5019110318597091
200	1.2000000000000002	1.448089274362529	0.050483786536674874	1.9606421665622484	0.5125528921997193
206	1.2999999999999998	1.381234221376849	0.05048886674345134	1.9097797212803025	0.5285454999034536
213	1.4	1.263978292268431	0.04677422272656137	1.7939317004059085	0.5299534081374775
220	1.5	1.0381087486796674	0.03996400597880299	1.5222800397821277	0.48417129110246027
